numero_mesa,ambito,region,provincia,distrito,numero_local,nombre_local,eleccion,estado_acta,electores_habiles,votos_emitidos,votos_validos,descripcion,grafico,estado_item,codigo_partido,nagrupacion_politica,total_candidatos,votos,porcentaje_validos,porcentaje_emitidos
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,ALIANZA PARA EL PROGRESO,1,1,00000001,1,0,1,0.98,0.606
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PERÚ MODERNO,1,1,00000004,4,0,1,0.98,0.606
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,RENOVACIÓN POPULAR,1,1,00000035,35,0,1,0.98,0.606
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO PATRIÓTICO DEL PERÚ,1,1,00000024,24,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1,20,00000006,6,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO POLÍTICO PERÚ ACCIÓN,1,1,00000028,28,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO POLÍTICO PRIN,1,1,00000030,30,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PROGRESEMOS,1,1,00000034,34,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO SICREO,1,1,00000031,31,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1,1,00000027,27,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO CIUDADANOS POR EL PERÚ,1,20,00000013,13,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1,1,00000033,33,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO DEMOCRATICO FEDERAL,1,1,00000019,19,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1,1,00000026,26,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1,1,00000025,25,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,AHORA NACIÓN - AN,1,1,00000002,2,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,LIBERTAD POPULAR,1,1,00000011,11,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,UN CAMINO DIFERENTE,1,1,00000037,37,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1,1,00000007,7,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO POLÍTICO PERÚ PRIMERO,1,1,00000029,29,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,SALVEMOS AL PERÚ,1,1,00000036,36,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO APRISTA PERUANO,1,1,00000012,12,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,FUERZA Y LIBERTAD,1,1,00000009,9,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,1,1,00000015,15,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,UNIDAD NACIONAL,1,1,00000038,38,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,PARTIDO MORADO,1,1,00000022,22,0,0,0.0,0.0
900559,PERÚ,ANCASH,SIHUAS,SAN JUAN,373,IE 84228 JOSE ANTONIO ENCINAS,presidencial,Contabilizada,238,165,102,VOTOS IMPUGNADOS,1,1,82,82,0,0,,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,VOTOS EN BLANCO,0,1,80,80,0,60,,32.787
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,JUNTOS POR EL PERÚ,1,1,00000010,10,0,40,40.404,21.858
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,VOTOS NULOS,0,1,81,81,0,24,,13.115
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,FUERZA POPULAR,1,1,00000008,8,0,20,20.202,10.929
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PODEMOS PERÚ,1,1,00000032,32,0,9,9.091,4.918
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO PAÍS PARA TODOS,1,1,00000023,23,0,4,4.04,2.186
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO FRENTE DE LA ESPERANZA 2021,1,1,00000021,21,0,4,4.04,2.186
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,AHORA NACIÓN - AN,1,1,00000002,2,0,4,4.04,2.186
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1,1,00000020,20,0,4,4.04,2.186
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO CÍVICO OBRAS,1,1,00000014,14,0,3,3.03,1.639
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,ALIANZA ELECTORAL VENCEREMOS,1,1,00000003,3,0,2,2.02,1.093
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,ALIANZA PARA EL PROGRESO,1,1,00000001,1,0,2,2.02,1.093
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO PATRIÓTICO DEL PERÚ,1,1,00000024,24,0,1,1.01,0.546
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO DEMÓCRATA VERDE,1,1,00000018,18,0,1,1.01,0.546
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO DEL BUEN GOBIERNO,1,1,00000016,16,0,1,1.01,0.546
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO POLÍTICO PERÚ ACCIÓN,1,1,00000028,28,0,1,1.01,0.546
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PROGRESEMOS,1,1,00000034,34,0,1,1.01,0.546
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1,1,00000027,27,0,1,1.01,0.546
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO POLÍTICO PERÚ PRIMERO,1,1,00000029,29,0,1,1.01,0.546
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1,20,00000006,6,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO POLÍTICO PRIN,1,1,00000030,30,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO SICREO,1,1,00000031,31,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO CIUDADANOS POR EL PERÚ,1,20,00000013,13,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1,1,00000033,33,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO DEMOCRATICO FEDERAL,1,1,00000019,19,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,FE EN EL PERÚ,1,1,00000005,5,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1,1,00000026,26,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1,1,00000025,25,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,LIBERTAD POPULAR,1,1,00000011,11,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,UN CAMINO DIFERENTE,1,1,00000037,37,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1,1,00000007,7,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PERÚ MODERNO,1,1,00000004,4,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,SALVEMOS AL PERÚ,1,1,00000036,36,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO APRISTA PERUANO,1,1,00000012,12,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,RENOVACIÓN POPULAR,1,1,00000035,35,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO DEMÓCRATA UNIDO PERÚ,1,1,00000017,17,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,FUERZA Y LIBERTAD,1,1,00000009,9,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,1,1,00000015,15,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,UNIDAD NACIONAL,1,1,00000038,38,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,PARTIDO MORADO,1,1,00000022,22,0,0,0.0,0.0
900566,PERÚ,ANCASH,SIHUAS,SAN JUAN,50045,IE 84227 SAN ANTONIO,presidencial,Contabilizada,255,183,99,VOTOS IMPUGNADOS,1,1,82,82,0,0,,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,JUNTOS POR EL PERÚ,1,1,00000010,10,0,113,80.714,60.428
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,VOTOS EN BLANCO,0,1,80,80,0,43,,22.995
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PODEMOS PERÚ,1,1,00000032,32,0,7,5.0,3.743
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO CÍVICO OBRAS,1,1,00000014,14,0,6,4.286,3.209
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1,1,00000020,20,0,4,2.857,2.139
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,VOTOS NULOS,0,1,81,81,0,4,,2.139
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO PATRIÓTICO DEL PERÚ,1,1,00000024,24,0,2,1.429,1.07
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,UN CAMINO DIFERENTE,1,1,00000037,37,0,2,1.429,1.07
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,ALIANZA ELECTORAL VENCEREMOS,1,1,00000003,3,0,1,0.714,0.535
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PROGRESEMOS,1,1,00000034,34,0,1,0.714,0.535
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,FE EN EL PERÚ,1,1,00000005,5,0,1,0.714,0.535
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,FUERZA POPULAR,1,1,00000008,8,0,1,0.714,0.535
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1,1,00000025,25,0,1,0.714,0.535
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,RENOVACIÓN POPULAR,1,1,00000035,35,0,1,0.714,0.535
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1,20,00000006,6,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO DEMÓCRATA VERDE,1,1,00000018,18,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO DEL BUEN GOBIERNO,1,1,00000016,16,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO POLÍTICO PERÚ ACCIÓN,1,1,00000028,28,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO POLÍTICO PRIN,1,1,00000030,30,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO SICREO,1,1,00000031,31,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO PAÍS PARA TODOS,1,1,00000023,23,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO FRENTE DE LA ESPERANZA 2021,1,1,00000021,21,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1,1,00000027,27,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO CIUDADANOS POR EL PERÚ,1,20,00000013,13,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1,1,00000033,33,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO DEMOCRATICO FEDERAL,1,1,00000019,19,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1,1,00000026,26,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,ALIANZA PARA EL PROGRESO,1,1,00000001,1,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,AHORA NACIÓN - AN,1,1,00000002,2,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,LIBERTAD POPULAR,1,1,00000011,11,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1,1,00000007,7,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PERÚ MODERNO,1,1,00000004,4,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO POLÍTICO PERÚ PRIMERO,1,1,00000029,29,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,SALVEMOS AL PERÚ,1,1,00000036,36,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO APRISTA PERUANO,1,1,00000012,12,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO DEMÓCRATA UNIDO PERÚ,1,1,00000017,17,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,FUERZA Y LIBERTAD,1,1,00000009,9,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,1,1,00000015,15,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,UNIDAD NACIONAL,1,1,00000038,38,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,PARTIDO MORADO,1,1,00000022,22,0,0,0.0,0.0
900608,PERÚ,ANCASH,PALLASCA,PAMPAS,283,IE 88186,presidencial,Contabilizada,294,187,140,VOTOS IMPUGNADOS,1,1,82,82,0,0,,0.0
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,ALIANZA ELECTORAL VENCEREMOS,1,1,00000003,3,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO PATRIÓTICO DEL PERÚ,1,1,00000024,24,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO CÍVICO OBRAS,1,1,00000014,14,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1,20,00000006,6,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO DEMÓCRATA VERDE,1,1,00000018,18,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO DEL BUEN GOBIERNO,1,1,00000016,16,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO POLÍTICO PERÚ ACCIÓN,1,1,00000028,28,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO POLÍTICO PRIN,1,1,00000030,30,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PROGRESEMOS,1,1,00000034,34,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO SICREO,1,1,00000031,31,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO PAÍS PARA TODOS,1,1,00000023,23,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO FRENTE DE LA ESPERANZA 2021,1,1,00000021,21,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1,1,00000027,27,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO CIUDADANOS POR EL PERÚ,1,20,00000013,13,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1,1,00000033,33,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,JUNTOS POR EL PERÚ,1,1,00000010,10,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PODEMOS PERÚ,1,1,00000032,32,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO DEMOCRATICO FEDERAL,1,1,00000019,19,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,FE EN EL PERÚ,1,1,00000005,5,0,0,,
900621,PERÚ,ANCASH,SANTA,CHIMBOTE,8339,IE 88046 JOSE CARLOS MARIATEGUI,presidencial,Para envío al JEE,280,,,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1,1,00000026,26,0,0,,
